REFFIC;DEFINITIF;FICHIER;LIBFIC;DATE_ARRIVEE;LIBELLE;LIBSITE;BOITE_ARCHIVE;PAGES;LIBSSYST;ARMOIRE;TYP_DOC;SUPPORT_DOC;ETAGERE;CHEMISE;BOITE;CARTON;CLASSEUR;TIROIR;MOTS;INDICE_DERN_VERS;DATE_DERN_VERS;NUMERO_REF_FOURN;;UTILISATEUR_DIFFUSION;DATE_MAD;NDMD_MAD;SOCIETE_MAD;NOM_DMD_MAD;CONTRAT_MAD;COMMENTAIRE_MAD
5074;D;;COMMANDE HACHEUR 110/24V-CH1;30/06/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;PAPIER;;;;;;;ELECTRIQUE|APPAREILLAGE|NOMENCLATURE|HACHEUR 110/24|COMMANDE;D;24/03/1992;AA00AA X0000 0672 FV-000014 NOM|TRVC 032391000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5075;D;\Utmd\CDOC_CONSULTATIONS\Annulation documents\2010-11-23.pdf;CARTE CONDENSATEURS COND. - DETRUIT LE 23/11/2010 ( VOIR FICHIER JOINT );;AA : LIGNE D;THIOLEY;;0;MR METRO;POUBELLE;;;;;;;;;;***;01/01/1950;AA00AA X0000 0672 FV-000011 NOM|TRVC 032470000;SEMALY-GEC ALSTHOM;;;;;;;
5076;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV-00009 NOM.pdf;COMMUNS D - MR - DOC - REDRESSEUR-RED;06/10/1992;AA : LIGNE D;COMMUNS  D;voir BE;2;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE|REDRESSEUR|NOMENCLATURE;C;08/12/1987;AA00AA X0000 0675 FV-000009 NOM|TRVC 032473000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5077;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV-00008 NOM.pdf;COMMUNS D - MR - DOC - CARTE TRANSISTOR EXTRACTION;12/07/1993;AA : LIGNE D;COMMUNS  D;voir BE;2;MR METRO;SERVEUR;;.pdf;;;;;;;CARTE|EXTRACTEUR;A;27/01/1987;AA00AA X0000 0675 FV-000008 NOM|TRVC 032467000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5078;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00007.pdf;COMMUNS D  - MR - CARTE TRANSMETTEUR GTO;20/08/1991;AA : LIGNE D;COMMUNS  D;voir BE;2;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|CARTE|NOMENCLATURE|APPAREILLAGE;A;19/02/1987;AA00AA X0000 0675 FV-000007 NOM|TRVC 032323000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5079;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00487.pdf;COMMUNS D - MR - COFFRE CVS SANS COMMANDE;28/10/2019;AA : LIGNE D;COMMUNS  D;;0;MR METRO;SERVEUR;PLAN;AUTOCAD;;;;;;;ELECTRIQUE|COFFRE|CVS|APPAREILLAGE;E;02/09/2019;AA00AA X0000 0672 FV-000487|TRV 0018767000|FUM081311ECFP00525|JFR0131604;SEMALY-GEC ALSTHOM-CAF FRANCE-CAF FRANCE;UTMD ATV;;;;;;
508;D;;ENSEMBLE PRESSION;01/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;5;PLAN;POLYESTER;;;;;;;ENSEMBLE|MECANIQUE|APPAREILLAGE|PRESSION;A1;24/12/1981;AA00AA X0000 0675 FV-000345|TRV4014392000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5080;D;;UCA CARTE ELECTRONIQUE SAC 1490 CONTR ALIM SAUVEGA NOM.ELEC.;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|ELECTRONIQUE|CAS|NOMENCLATURE|UCA|CARTE;B;25/05/1988;AA00AA X0000 0675 FE-002893 F2/2|TRK 6628114003 F2/2;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5081;D;;UCA CARTE ELECTRONIQUE CAS 1490 CONTR ALIM SAUVEGA NOM-ELEC;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;ELECTRIQUE|UCA|CAS|NOMENCLATURE|CARTE|ELECTRONIQUE;B;25/05/1988;AA00AA X0000 0675 FE-002893 F1/2|TRK 6628114003 F1/2;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5082;D;;UCA CARTE ELECTRONIQUE CAS 1490 CONTRE ALIM SAUVEGA SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CAS|UCA|SCHEMA|CARTE;B;25/05/1988;AA00AA X0000 0675 FE-002891 F7/7|TRK 6628114001 F7/7;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5083;D;;UCA CARTE ELECTRONIQUE CAS 1490 CONTRE ALIM SAUVEGA SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|UCA|SCHEMA|CAS;B;25/05/1988;AA00AA X0000 0675 FE-002891 F6/7|TRK 6628114001 F6/7;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5084;D;;UCA CARTE ELECTRONIQUE CAS 1490 CONTR ALIM SAUVEGA SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CAS|UCA|SCHEMA|CARTE;B;25/05/1988;AA00AA X0000 0675 FE-002891 F5/7|TRK 6628114001 F5/7;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5085;D;;UCA CARTE ELECTRONIQUE CAS 1490 CONTRE ALIM SAUVEGA SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CAS|UCA|SCHEMA|CARTE;B;25/05/1988;AA00AA X0000 0675 FE-002891 F4/7|TRK 6628114001 F4/7;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5086;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CRC|UCA|SCHEMA|CARTE;E;08/06/1989;AA00AA X0000 0675 FE-002871 F6/6|TRK 6628116001 F6/6;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5087;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|UCA|SCHEMA|CRC;E;08/06/1989;AA00AA X0000 0675 FE-002871 F5/6|TRK 6628116001 F5/6;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5088;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CRC|UCA|SCHEMA|CARTE;E;08/06/1989;AA00AA X0000 0675 FE-002871 F4/6|TRK 6628116001 F4/6;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5089;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CRC|UCA|SCHEMA|CARTE;E;08/06/1989;AA00AA X0000 0675 FE-002871 F3/6|TRK 6628116001 F3/6;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
509;D;;AXE;01/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;5;PLAN;POLYESTER;;;;;;;APPAREILLAGE|AXE|MECANIQUE;B;01/01/1950;AA00AA X0000 0675 FV-000347|TRV4014394000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5090;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CRC|SCHEMA|UCA|CARTE;E;08/06/1989;AA00AA X0000 0675 FE-002871 F2/6|TRK 6628116001 F2/6;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5091;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;ELECTRONIQUE|UCA|SCHEMA|CRC|CARTE;E;08/06/1989;AA00AA X0000 0675 FE-002871 F1/6|TRK 6628116001 F1/6;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5092;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. DOC. RECAP.;25/06/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|CRC|AUTOMATE;E;08/06/1989;AA00AA X0000 0675 FE-002870 F1/1|TRK 6628116000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5093;D;;UCA CARTE ELECTRONIQUE DAR DIS ALIM REDONDANTE CARTE NUE PERCAGE;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DAR|ELECTRONIQUE|PERCAGE|UCA|CARTE;A;21/01/1987;AA00AA X0000 0675 FE-002856 F1/1|TRK 6628111006;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5094;D;;UCA CARTE ELECTRONIQUE DAR DIS ALIM REDONDANTE NOM-MECA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DAR|ELECTRONIQUE|NOMENCLATURE|UCA|MECANIQUE|CARTE;B;21/10/1987;AA00AA X0000 0675 FE-002854 F1/1|TRK 6628111004;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5095;D;;UCA CARTE ELECTRONIQUE DAR DIS ALIM REDONDANTE EQUIPEMENT;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DAR|EQUIPEMENT|ELECTRONIQUE|CARTE|UCA;B;21/10/1987;AA00AA X0000 0675 FE-002852 F1/1|TRK 6628111002;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5096;D;;UCA CARTE ELECTRONIQUE DAR DIS ALIM REDONDANTE SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DAR|ELECTRONIQUE|UCA|SCHEMA|CARTE;B;21/10/1987;AA00AA X0000 0675 FE-002851 F1/1|TRK 6628111001;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5097;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 ETIQUETTE;06/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;CARTE|ALI|ETIQUETTE|UCA;A;10/09/1987;AA00AA X0000 0675 FE-002837 F1/1|TRK 6628113007;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5098;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 CARTE NUE  PERCAGE;14/10/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;PAPIER;;;;;;;ELECTRONIQUE|CARTE|UCA|PERCAGE|AL1;C;10/11/1987;AA00AA X0000 0675 FE-002836 F1/1|TRK 6628113006;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5099;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 NOM-MECA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|UCA|MECANIQUE|NOMENCLATURE|AL1|CARTE;C;20/04/1988;AA00AA X0000 0675 FE-002834 F1/1|TRK 6628113004;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
51;D;;COUVERCLE - USINAGE - ROUE DE GUIDAGE;29/07/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;6;PLAN;POLYESTER;;;;;;;BOGIE|MECANIQUE|ROUE|GUIDAGE|COUVERCLE;D;04/11/1986;AA00AA X0000 0625 FB-000327|TRK7026542;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
510;D;;CHARNIERE;06/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;5;PLAN;POLYESTER;;;;;;;CHARNIERE|MECANIQUE|APPAREILLAGE;B3;21/12/1987;AA00AA X0000 0675 FV-000233|TRV3014387000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5100;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 NOM.ELEC;14/10/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|UCA|NOMENCLATURE|AL1|CARTE|ELECTRONIQUE;D;20/07/1988;AA00AA X0000 0675 FE-002833 F1/1|TRK 6628113003;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5101;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 EQUIPEMENT;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|EQUIPEMENT|AL1|UCA;E;22/04/1988;AA00AA X0000 0675 FE-002832 F1/1|TRK 6628113002;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5102;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|AL1|SCHEMA|UCA;E;20/07/1988;AA00AA X0000 0675 FE-002831 F4/4|TRK 6628113001 F4/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5103;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|AL1|UCA|SCHEMA|CARTE;E;20/07/1988;AA00AA X0000 0675 FE-002831 F3/4|TRK 6628113001 F3/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5104;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|AL1|UCA|SCHEMA|CARTE;E;20/07/1988;AA00AA X0000 0675 FE-002831 F2/4|TRK 6628113001 F2/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5105;D;;UCA CARTE ELECTRONIQUE AL1 1492 ALIMENTATION 1 SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;ELECTRONIQUE|AL1|UCA|SCHEMA|CARTE;E;20/07/1988;AA00AA X0000 0675 FE-002831 F1/4|TRK 6628113001 F1/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5106;D;;UCA CARTE ELECTRONIQUE CAL CONTROLE ALIM. CARTE NUE  PERCAGE;14/10/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;PAPIER;;;;;;;ELECTRONIQUE|CAL|PERCAGE|CARTE|UCA;C;03/11/1987;AA00AA X0000 0675 FE-002826 F1/1|TRK 6628120006;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5107;D;;UCA CARTE ELECTRONIQUE CAL CONTROLE ALIM. NOM.MECA.;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|UCA|CAL|MECANIQUE|NOMENCLATURE;B;03/11/1987;AA00AA X0000 0675 FE-002824 F1/1|TRK 6628120004;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5108;D;;UCA CARTE ELECTRONIQUE CAL CONTROLE ALIM. NOM.ELEC.;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|UCA|NOMENCLATURE|CAL|CARTE|ELECTRONIQUE;D;01/08/1988;AA00AA X0000 0675 FE-002823 F1/1|TRK 6628120003;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5109;D;;UCA CARTE ELECTRONIQUE CAL CONTROLE ALIM. EQUIPEMENT;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|EQUIPEMENT|CAL|UCA;D;25/07/1988;AA00AA X0000 0675 FE-002822 F1/1|TRK 6628120002;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
511;D;;ENTRETOISE;01/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;5;PLAN;POLYESTER;;;;;;;ENTRETOISE|MECANIQUE|APPAREILLAGE;C;01/01/1950;AA00AA X0000 0675 FV-000346|TRV 4014393000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5110;D;;UCA CARTE ELECTRONIQUE CAL CONTROLE ALIM. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CAL|UCA|SCHEMA|CARTE;E;25/07/1988;AA00AA X0000 0675 FE-002821 F4/4|TRK 6628120001 F4/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5111;D;;UCA CARTE ELECTRONIQUE CAL CONTROLE ALIM. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|SCHEMA|UCA|CAL;E;25/07/1988;AA00AA X0000 0675 FE-002821 F3/4|TRK 6628120001 F3/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5112;D;;UCA CARTE ELECTRONIQUE CAL CONTROLE ALIM. SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|CAL|SCHEMA|UCA;E;25/07/1988;AA00AA X0000 0675 FE-002821 F2/4|TRK 6628120001 F2/4;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5113;D;;UCA CARTE ELECTRONIQUE CBA CARTE BUS AUTOMATE CARTE NUE PERCAGE;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CBA|UCA|PERCAGE|CARTE|AUTOMATE;C;12/01/1988;AA00AA X0000 0675 FE-002816 F1/1|TRK 6622390006;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5114;D;;UCA CARTE ELECTRONIQUE CBA CARTE BUS AUTOMATE NOM-MECA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|CBA|UCA|AUTOMATE;B;13/01/1988;AA00AA X0000 0675 FE-002814 F1/1|TRK 6622390004;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5115;D;;UCA CARTE ELECTRONIQUE CBA CARTE BUS AUTOMATE NOM-ELEC;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;ELECTRIQUE|CARTE|CBA|UCA|NOMENCLATURE|AUTOMATE|ELECTRONIQUE;B;12/09/1989;AA00AA X0000 0675 FE-002813 F1/1|TRK 6622390003;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5116;D;;UCA CARTE ELECTRONIQUE CBA CARTE BUS AUTOMATE EQUIPEMENT;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|CBA|UCA|EQUIPEMENT|AUTOMATE;B;20/10/1987;AA00AA X0000 0675 FE-002812 F1/1|TRK 6622390002;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5117;D;;UCA CARTE ELECTRONIQUE CBA CARTE BUS AUTOMATE SCHEMA;15/03/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|UCA|SCHEMA|CBA|AUTOMATE|CARTE;A;12/03/1987;AA00AA X0000 0675 FE-002811 F3/3|TRK 6622390001 F3/3;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5118;D;;UCA CARTE ELECTRONIQUE CBA CARTE BUS AUTOMATE SCHEMA;15/06/1993;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRONIQUE|CARTE|AUTOMATE|CBA|UCA|SCHEMA;A;12/03/1987;AA00AA X0000 0675 FE-002811 F2/3|TRK 6622390001 F2/3;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
512;D;;BRIDE;06/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;5;PLAN;POLYESTER;;;;;;;APPAREILLAGE|MECANIQUE|BRIDE;B;13/01/1983;AA00AA X0000 0675 FV-000232|TRV3014385000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5121;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. NOM-ELEC;18/12/1995;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;ELECTRIQUE|NOMENCLATURE|CRC|ELECTRONIQUE|UCA|CARTE;E;18/12/1995;AA00AA X0000 0675 FE-002873 F2/2|TRK 6628116003 F2/2;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5122;D;;UCA CARTE ELECTRONIQUE CRC 1491 RESEAU DE COMMUNI. NOM-ELEC;18/12/1995;AA : LIGNE D;THIOLEY;;0;MR METRO;7;;POLYESTER;;;;;;;ELECTRIQUE|UCA|NOMENCLATURE|CRC|CARTE|ELECTRONIQUE;E;18/12/1995;AA00AA X0000 0675 FE-002873 F1/2|TRK 6628116003 F1/2;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5123;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00186.zip;COMMUN D - MR - PLATINE ALLUMEUR EQUIPE;15/11/1995;AA : LIGNE D;COMMUNS  D;;2;MR METRO;SERVEUR;;.pdf;;;;;;;;C;08/03/1988;AA00AA X0000 0675 FV-000186 NOM|TRVP 040716000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5124;D;;UCA CARTE ELECTRONIQUE DIA 1494 DIALOGUE SCHEMA.;23/10/1995;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DIA|SCHEMA|UCA|CARTE|ELECTRONIQUE;D;23/10/1995;AA00AA X0000 0675 FE-002751 F3/3|TRK 6628108001 F3/3;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5125;D;;UCA CARTE ELECTRONIQUE DIA 1494 DIALOGUE SCHEMA.;23/10/1995;AA : LIGNE D;THIOLEY;;0;MR METRO;7;PLAN;POLYESTER;;;;;;;DIA|SCHEMA|CARTE|UCA|ELECTRONIQUE;D;23/10/1995;AA00AA X0000 0675 FE-002751 F2/3|TRK 6628108001 F2/3;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5126;D;;ALIMENTATION EN POTENTIEL FLOTTANT DC.DC 185.110/110.48.24.24.110 NOMENCLATURE 2/2;30/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;4;PLAN;POLYESTER;;;;;;;ELECTRIQUE|ALIMENTATION|NOMENCLATURE|MATERIEL|FLOTTANT;C;07/06/1989;AA00AA X0000 0671 FA-008415 F2/2|TRA 500739 F2/2|13544 F2/2;SEMALY-GEC ALSTHOM-SERA;UTMD ATV;;;;;;
5127;D;;ALIMENTATION EN POTENTIEL FLOTTANT DC.DC 185.110/110.48.24.24.110 NOMENCLATURE 1/2;30/01/1992;AA : LIGNE D;THIOLEY;;0;MR METRO;4;;POLYESTER;;;;;;;ELECTRIQUE|ALIMENTATION|POTENTIEL|NOMENCLATURE|FLOTTANT;C;07/06/1989;AA00AA X0000 0671 FA-008415 F1/2|TRA 500739 F1/2|13544 F1/2;SEMALY-GEC ALSTHOM-SERA;UTMD ATV;;;;;;
5128;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA00544.pdf;COMMUN D - MR - SPECIFICATION TECHNIQUE INDICATEUR DE VITESSE;20/12/1994;AA : LIGNE D;COMMUNS  D;;10;MR METRO;SERVEUR;;.pdf;;;;;;;;F;20/02/1992;AA00AA X0000 0675 FA-000544|BLS 359;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5129;D;;ENSEMBLE VIS IMPERDABLE;14/12/1994;AA : LIGNE D;THIOLEY;;0;MR METRO;30;NOMENCLATURE;PAPIER;;;;;;;ENSEMBLE|VIS;A1;26/01/1988;AA00AA X0000 0675 FV-000313 NOM;SEMALY;UTMD ATV;;;;;;
513;D;;PROFIL JOINT;01/08/1991;AA : LIGNE D;THIOLEY;;0;MR METRO;5;PLAN;POLYESTER;;;;;;;APPAREILLAGE|PROFIL|MECANIQUE;D;27/02/1990;AA00AA X0000 0675 FV-000344|TRV4014357000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5130;D;;TIROIR COMMANDE HACHEUR + ALIM;14/12/1994;AA : LIGNE D;THIOLEY;;0;MR METRO;30;NOMENCLATURE;PAPIER;;;;;;;ALIMENTATION|COMMANDE|HACHEUR|TIROIR|NOMENCLATURE;A1;18/12/1994;AA00AA X0000 0675 FV-000149 NOM;SEMALY;UTMD ATV;;;;;;
5131;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA08851.pdf;COMMUNS D - MR - MONTAGE PORTE DE 1077;28/10/2019;AA : LIGNE D;COMMUNS  D;;1;MR METRO;SERVEUR;PLAN;AUTOCAD;;;;;;;PORTE|MONTAGE;C;02/09/2019;AA00AA X0000 0675 FA-008851|TRA 0604057;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
5132;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FA08850.pdf;COMMUNS D - MR - MONTAGE PORTE DE 560;28/10/2019;AA : LIGNE D;COMMUNS  D;;2;MR METRO;SERVEUR;PLAN;AUTOCAD;;;;;;;PORTE|MONTAGE;B;10/11/1988;AA00AA X0000 0675 FA-008850|TRA 0106103|JFR0131011|FUM081311ECFP00526;SEMALY-GEC ALSTHOM-CAF FRANCE-CAF FRANCE;UTMD ATV;;;;;;
5133;D;;REVETEMENT DE PLANCHER FOURNITURE DES DALLES;19/09/1994;AA : LIGNE D;THIOLEY;;0;MR METRO;53;TEXTE;PAPIER;;;;;;;DALLE|PLANCHER|REVETEMENT|FOURNITURE;A;07/04/1987;AA00AA X0000 0675 FA-000007|BLS 336;SEMALY-GEC ALSTHOM;UTMD AT;;;;;;
5134;D;\Utmd\CDOC_CONSULTATIONS\Métro D - Communs\FV00416.pdf;COMMUN D - MR - RELAIS DE TENSION 425V-KUL OU KUF;24/06/1991;AA : LIGNE D;COMMUNS  D;;8;MR METRO;SERVEUR;;.pdf;;;;;;;ELECTRIQUE|APPAREILLAGE;B;15/12/1987;AA00AA X0000 0675 FV-000416|TRVS 318881000;SEMALY-GEC ALSTHOM;UTMD ATV;;;;;;
